name,phone,city,state,address,place_id
Prime Genius Heating and Air,(916) 800-4007,Sacramento,CA,"6929 Sunrise Blvd #102g, Citrus Heights, CA 95610, USA",ChIJ_3bhxh99v6ERkv41N8FDJ7U
Joe's Heating & AC Repair Sacramento,(916) 644-6076,Sacramento,CA,"2108 N St STE N, Sacramento, CA 95816, USA",ChIJ_5FiyDHRmoARlYMBkaLaegs
Aerotech Heating & Cooling,(916) 479-4787,Sacramento,CA,"1731 Howe Ave, Sacramento, CA 95825, USA",ChIJ3QufQTvamoARfARjnY30Gqw
Master HVAC Sacramento Solutions,(530) 255-7967,Sacramento,CA,"19 Amber Leaf Ct, Sacramento, CA 95838, USA",ChIJ0T3sDTPXmoAR_GjaUcL2YOA
Advanced HVAC Services,(916) 831-7651,Sacramento,CA,"819 Striker Ave Suite 8, Sacramento, CA 95834, USA",ChIJu7ij2O_XmoARvxkGBeWSznA
Service Champions,(916) 975-8466,Sacramento,CA,"2286 Del Monte St, West Sacramento, CA 95691, USA",ChIJH1FOKlLTmoARThiy4q9hMMw
Action Heating & Air Conditioning Sacramento CA,(916) 644-8731,Sacramento,CA,"2308 Tyrolean Way, Sacramento, CA 95821, USA",ChIJQUUr2lLZmoARIEDiWOLK9y8
"Pacific Mechanical Services, Inc.",(916) 489-0333,Sacramento,CA,"1812 Tribute Rd Ste D, Sacramento, CA 95815, USA",ChIJmwGPpUbXmoARcz8HLblJpwo
"7 Days Heating & A/C, Inc.",(916) 519-9292,Sacramento,CA,"5 River Raft Ct, Sacramento, CA 95823, USA",ChIJNTmFXLfFmoARATncl4ghFmE
ARCTIC HVAC SOLUTIONS,(650) 414-4822,Sacramento,CA,"3181 Howe Ave #42, Sacramento, CA 95821, USA",ChIJra78Nm_ZmoARe_wsqwuYvag
RLP MECHANICAL HVAC,(916) 644-0757,Sacramento,CA,"901 H St Ste 120-1002, Sacramento, CA 95814, USA",ChIJAcpLl6TRmoARzxTIoUgv498
"Maverick Electric, Heating and Air",(916) 659-6658,Sacramento,CA,"1779 Tribute Rd D, Sacramento, CA 95815, USA",ChIJ0bdZ4IzRmoARZhp3A8cH97Q
Action HVAC,(916) 471-0989,Sacramento,CA,"1222 C St, Sacramento, CA 95814, USA",ChIJybJvs9TQmoAR10eIUFoPXXs
"AAA CALVERT Electrical, Heating and Air Conditioning",(562) 429-1546,Long Beach,CA,"1348 E 29th St, Signal Hill, CA 90755, USA",ChIJ2w5OgCoy3YARpNayEMUsZQk
Long Beach Air Conditioning Contractors,(562) 800-4521,Long Beach,CA,"5431 E Spring St, Long Beach, CA 90808, USA",ChIJg2m-CNgz3YARQ3RDsy_6RPw
"Marathon Plumbing, Heating and AC Repair",(562) 442-6332,Long Beach,CA,"2525 Cerritos Ave, Signal Hill, CA 90755, USA",ChIJoR9UENwz3YARHJmK7dH3tIc
International HVAC Long Beach,(424) 901-0349,Long Beach,CA,"1248 Temple Ave, Long Beach, CA 90804, USA",ChIJxceLfac23YARL9fJjn1WOJk
Advantage Air,(800) 709-7297,Long Beach,CA,"6285 E Spring St #503, Long Beach, CA 90808, USA",ChIJlbu3MJFL3YARc1RfwM72Cz4
Long Beach HVAC Services LLC,(562) 267-4386,Long Beach,CA,"750 Alamitos Ave, Long Beach, CA 90813, USA",ChIJYw59tjIHrIkRUNTGJoDMQcY
Heating and Air Conditioning of Long Beach,(209) 563-8537,Long Beach,CA,"403 Alamitos Ave, Long Beach, CA 90802, USA",ChIJd17XUb_w7ogR9arwmRO7mAw
Long Beach Air Conditioning & Heating Repairs,(562) 359-4188,Long Beach,CA,"3843 Atlantic Ave, Long Beach, CA 90807, USA",ChIJswJiUxAz3YARHf_u9g_xNSs
"LMP Heating & Air, Inc.",(562) 588-9313,Long Beach,CA,"2002 Volk Ave, Long Beach, CA 90815, USA",ChIJLwkLGUMv3YARsfJpqa-kqVk
Cloud Comfort HVAC,(424) 226-3457,Long Beach,CA,"1732 Border Ave, Torrance, CA 90501, USA",ChIJw_qMF-xL3YARWm12ReIlJvA
Daves HVAC INstallation Inc.,(424) 239-0959,Long Beach,CA,"1549 Locust Ave apt 8, Long Beach, CA 90813, USA",ChIJL0T9LqojCS8RPTKtFEsTmDs
Totalease AC Repair Long Beach,(562) 398-3805,Long Beach,CA,"111 W Ocean Blvd #360, Long Beach, CA 90802, USA",ChIJ1Ube4c2s_4ERmYCQV3fJ6O0
Reliable Home Comfort,(562) 568-5345,Long Beach,CA,"1214 W 130th St, Compton, CA 90222, USA",ChIJD4uWqmPLwoARrk7ORMdJrzk
Premier HVAC Repair Long Beach,(562) 281-1979,Long Beach,CA,"6607 Atlantic Ave, Long Beach, CA 90805, USA",ChIJC-CsHo4z3YARrjD42r4mQHo
Shalom Heating & Air,(714) 886-2021,Long Beach,CA,"9672 Alondra Blvd, Bellflower, CA 90706, USA",ChIJ_af71J0z3YARNUxdVH8XvIE
Top HVAC Repair Long Beach,(562) 265-4003,Long Beach,CA,"669 E Artesia Blvd, Long Beach, CA 90805, USA",ChIJkQh8F88z3YAR0Jac-0jbG4g
Green Air Conditioning Service,(562) 442-1487,Long Beach,CA,"275 Magnolia Ave, Long Beach, CA 90802, USA",ChIJ65E9my4x3YARSdewWh3GiI8
QSC HVAC Contractor,(424) 421-1066,Long Beach,CA,"3616 Atlantic Ave, Long Beach, CA 90807, USA",ChIJY3xmZukz3YAR3xyI4hGjKEQ
Long Beach Heating and Cooling,(562) 295-6349,Long Beach,CA,"2530 Santa Fe Ave, Long Beach, CA 90810, USA",ChIJsy-uZudL3YAR6N9Xf1LF0U8
So Cal Plumbing Heating & Air Conditioning,(310) 686-0777,Long Beach,CA,"4811 Darien St, Torrance, CA 90503, USA",ChIJ2aV9YB-1woARj-ndHj9kcto
Long Beach Heating & Cooling Co.,(562) 352-9146,Long Beach,CA,"320 E Anaheim St, Long Beach, CA 90813, USA",ChIJ5X-Dk-DHwoARi7ok1cLaAk8
Total Home Environmental HVAC,(310) 361-3934,Long Beach,CA,"1423 Marcelina Ave #1, Torrance, CA 90501, USA",ChIJD2WCujZL3YARxycmb7jRvQA
"Marathon Plumbing, Heating and AC Repair",(626) 691-9675,Long Beach,CA,"9826 Painter Ave, Whittier, CA 90605, USA",ChIJ0bSpkw7EwoARQgt6Aqiztes
Air Tech 24 Heating and Air Conditioning,(310) 921-0115,Long Beach,CA,"20617 Amie Ave #15, Torrance, CA 90503, USA",ChIJq6rOjda0woAR_H5mcUtwYgk
Central AC Repair Long Beach,(562) 647-5682,Long Beach,CA,"3390 E 7th St #750, Long Beach, CA 90804, USA",ChIJfZR98SYx3YARm7h6qnA_n_s
Anderson AC Repair,(562) 392-4024,Long Beach,CA,"300 E Ocean Blvd suite 224, Long Beach, CA 90802, USA",ChIJjdTljgwx3YAR3lOWyjyLrO0
Prodigy Plumbing,(562) 250-5844,Long Beach,CA,"3090 E 29th St, Long Beach, CA 90806, USA",ChIJ2eh3Upct3YARIS2H2uw7mX8
Action Furnace Repair Long Beach,(562) 647-5708,Long Beach,CA,"5299 E Daggett St, Long Beach, CA 90815, USA",ChIJacV52SEx3YARqUp-8Tg0XQA
Advance Mechanical Contractors,(562) 426-1725,Long Beach,CA,"1301 E Burnett St, Signal Hill, CA 90755, USA",ChIJc2PKF9kz3YAR0otK_-vWruk
Full Blown Heating And Air Conditioning,(562) 233-7532,Long Beach,CA,"11208 Newcomb Ave, Whittier, CA 90603, USA",ChIJl3sKXdLUwoARQ8hx4_bWUQw
US Air Conditioning Distributors,(562) 981-2010,Long Beach,CA,"2751 Temple Ave, Long Beach, CA 90806, USA",ChIJx6ALF_Ux3YAR0GqpDl7GGj0
CJ Air Conditioning Heating,(562) 505-7843,Long Beach,CA,"118 Roycroft Ave, Long Beach, CA 90803, USA",ChIJTZPDhMIx3YAR7qiRNulOV9g
SoCal Climate Control Heating & Air Conditioning,(818) 275-8511,Long Beach,CA,"19201 Parthenia St Unit H, Northridge, CA 91324, USA",ChIJac9JubmdwoARtkjVLXZXWls
Downey Plumbing Heating & Air Conditioning,(562) 373-6279,Long Beach,CA,"11829 Downey Ave, Downey, CA 90241, USA",ChIJ-y_uq6HNwoARqj7-REfxwMc
Johnstone Supply,(562) 595-4822,Long Beach,CA,"2810 Temple Ave, Long Beach, CA 90806, USA",ChIJH1vnpCwy3YARR0blni-gvSw
Perfect Airflow Heating & Air Inc.,(562) 513-3569,Long Beach,CA,"1319 W Willow St, Long Beach, CA 90810, USA",ChIJqQWwWh813YARn9zHLrTQROw
Air Conditioning HVAC Long Beach,(562) 203-7695,Long Beach,CA,"444 W Ocean Blvd #800, Long Beach, CA 90802, USA",ChIJB1TX1Vgx3YARn6xL6YV3da8
Greenleaf Heating & Cooling,(562) 698-0201,Long Beach,CA,"6727 S Greenleaf Ave, Whittier, CA 90601, USA",ChIJr7G0wuvTwoARPeWuyjhGYrk
Master Best Plumbing Heating & Air Conditioning,(562) 247-4347,Long Beach,CA,"445 W 15th St, Long Beach, CA 90813, USA",ChIJqUAMv7sx3YARlenpWbQTIrU
"VHP AIR CONDITIONING & HEATING, Inc.",(323) 400-0300,Long Beach,CA,"819 S Main St Ste A, Burbank, CA 91506, USA",ChIJ5fI3EJzrwoARwreCaD6zPFY
J & D Plumbing & Heating Contractors,(562) 427-2555,Long Beach,CA,"1806 Gaviota Ave, Long Beach, CA 90806, USA",ChIJTbSTKmUx3YARM8Ebt04vpCI
Garden Grove Heating & Cooling,(562) 580-3582,Long Beach,CA,"2948 E Anaheim St, Long Beach, CA 90804, USA",ChIJu_602Lco3YARFsRCIx2Dwiw
GGS Air Conditioning,(323) 693-8729,Long Beach,CA,"55 Elm Ave, Long Beach, CA 90802, USA",ChIJidK141c6KC4RrI1eEVbqjiQ
Atlas Heating and Air Conditioning,(510) 488-4152,Oakland,CA,"1451 32nd St, Oakland, CA 94608, USA",ChIJW-sYehd-hYAREZzIot99mcw
Oren's HVAC Services,(800) 974-5349,Oakland,CA,"10127 Dante Ave, Oakland, CA 94603, USA",ChIJ1yls5-27j4ARZp0RICwJ_0g
California HVAC,(510) 616-9857,Oakland,CA,"1445 34th Ave Unit 7213, Oakland, CA 94601, USA",ChIJIxdYhHKHj4ARXtP-DU0-UTA
Oakland Heating & Cooling Service,(341) 202-2525,Oakland,CA,"434 13th St, Oakland, CA 94612, USA",ChIJ_R_bOwCBj4ARuiGWglFOb70
Oakland Furnace Heat & Air Conditioning,(925) 310-8491,Oakland,CA,"3804 Piedmont Ave, Oakland, CA 94611, USA",ChIJfb7dr2z_j4ARvlroiygh1co
Oakland HVAC Cooling Service,(510) 323-9697,Oakland,CA,"372 11th St, Oakland, CA 94607, USA",ChIJo5dsJQCBj4ARfUWl8qw7wy8
Arctic HVAC and Constructions LLC,(510) 201-1628,Oakland,CA,"421 E 18th St apt 319, Oakland, CA 94606, USA",ChIJRwdMqBOHj4ARecMt977rU2U
Harry Clark Heating and Air Conditioning,(510) 444-1960,Oakland,CA,"3040 Broadway, Oakland, CA 94611, USA",ChIJXWatWAKHj4AR5RaALxGi95o
Harry Clark Plumbing and Heating Inc,(510) 444-1776,Oakland,CA,"3026 Broadway, Oakland, CA 94611, USA",ChIJs1fSvVWHj4ARfzXpcSGJvI0
Breathable,(888) 978-4332,Oakland,CA,"344 20th St, Oakland, CA 94612, USA",ChIJzYA_QD-Hj4AR6nZRjGpvRqk
Elite HVAC Repair Oakland,(341) 223-4528,Oakland,CA,"2350 Broadway, Oakland, CA 94612, USA",ChIJ5fVmIwCBj4AReqvaqjhrsf4
Daniel's plumbing heating & a/c,(510) 692-5718,Oakland,CA,"57th Ave, Oakland, CA 94621, USA",ChIJDfKZzWyHj4ARLvPp6yNz7MY
280 HVAC VIEW TERRACE HOMEOWNERS,(341) 229-3881,Oakland,CA,"678 14th St, Oakland, CA 94612, USA",ChIJXelt5a6Bj4ARi60Tbrly6JU
Ambient Experts HVAC Heating & Air Conditioning,(510) 730-5959,Oakland,CA,"1244 60th Ave, Oakland, CA 94621, USA",ChIJ5_Huk9mHj4ARpAOwt273QXM
Element Home Solutions,(888) 980-4822,Oakland,CA,"1270 W Winton Ave, Hayward, CA 94545, USA",ChIJLW6gt5qHj4ARx_ONnZRrht8
E-fficient HVAC,(510) 860-3242,Oakland,CA,"1100 57th Ave Suite #7, Oakland, CA 94621, USA",ChIJP5Tk6KCHj4ARqoacnJqvTSE
Care Heating & Air Conditioning Inc,(510) 798-7944,Oakland,CA,"1482 74th Ave #2822, Oakland, CA 94621, USA",ChIJVVWh6fqFj4ARKLepWR_g_IM
KrytonNova Applince Repairs Hub,(239) 442-3955,Oakland,CA,"2100 Broadway, Oakland, CA 94612, USA",ChIJZbguHACBj4AR__-NeNJtXQY
Oakland HVAC and Appliance repair,(510) 590-4256,Oakland,CA,"1450 Broadway, Oakland, CA 94612, USA",ChIJG2TtADojhYARP-kNlM4t15E
Heating And Air Conditioning,(510) 355-8272,Oakland,CA,"3415 Fruitvale Ave, Oakland, CA 94602, USA",ChIJNayKht1hhYARuJwUh47WNhU
Johnstone Supply,(510) 663-0126,Oakland,CA,"1384 14th St, Oakland, CA 94607, USA",ChIJ5UJcSbyAj4ARkjLx7mmthQQ
Oakland HVAC Air Conditioning Service Co,(510) 201-3792,Oakland,CA,"8275 San Leandro St, Oakland, CA 94621, USA",ChIJKyf8YeuFj4ARy3DM_JJX5GM
Comfy Heating & Air Conditioning Inc.,(510) 317-7375,Oakland,CA,"1946 Republic Ave, San Leandro, CA 94577, USA",ChIJcQW_2vmPj4AR-vVaIQ6yfj0
Anderson AC and Heat.,(341) 220-1535,Oakland,CA,"4062 Piedmont Ave, Oakland, CA 94611, USA",ChIJHf0jOMd9hYARAN4uZK8V6Pc
L.J. Kruse Company,(510) 726-7370,Oakland,CA,"920 Pardee St, Berkeley, CA 94710, USA",ChIJn_SYtvN-hYAR8T-pBZCqNxo
Galaxy Heating & Air Conditioning,(925) 578-3379,Oakland,CA,"3301 Vincent Rd, Pleasant Hill, CA 94523, USA",ChIJH8m6IeRhhYARH6GSHz-Y3X8
"Perfect Star Heating, Cooling, & Electrical",(925) 550-0505,Oakland,CA,"4415 Cowell Rd, Concord, CA 94518, USA",ChIJiwspQg9hhYARxM8PP5hjIy0
Five Or Free Electrical Heating & Air Solutions,(510) 560-5394,Oakland,CA,"4096 Piedmont Ave #316, Oakland, CA 94611, USA",ChIJ2Yv7D_d9hYARcboqkA5BgEI
Prime HVAC Repair Oakland,(510) 201-1905,Oakland,CA,"340 11th St, Oakland, CA 94607, USA",ChIJVZS13syBj4ARGFuoYbWIeqA
rabboni mechanical,(510) 682-8449,Oakland,CA,"1234 14th St, Oakland, CA 94604, USA",ChIJk2U6TLCAj4ARCt4qS96YLLk
"Albert Nahman Plumbing, Heating, and Cooling",(510) 408-7879,Oakland,CA,"3333 Martin Luther King Jr Way, Berkeley, CA 94703, USA",ChIJHf5Finl-hYARot50KL6zxjw
Prime Comfort HVAC Solutions,(341) 223-3704,Oakland,CA,"542 Valle Vista Ave, Oakland, CA 94610, USA",ChIJ4UczEwCHj4AR-EPlytyFcDM
California Plumbing & Radiant Heating Inc.,(510) 444-3992,Oakland,CA,"2601 Adeline St #199, Oakland, CA 94607, USA",ChIJ7RShTxl-hYARcmn5bLz6ZYs
Monarch Mechanical,(510) 400-7512,Oakland,CA,"5767 Broadway # 201, Oakland, CA 94618, USA",ChIJecGdCZBOhYARoMYL7BJU6ws
Advanced HVAC Comfort Solutions,(341) 223-3707,Oakland,CA,"4811 Webster St, Oakland, CA 94609, USA",ChIJ8XUwVAB9hYARUG1BS1xXfIQ
HVAC Solutions Leaders,(341) 223-3698,Oakland,CA,"2615 E 23rd St, Oakland, CA 94601, USA",ChIJD8nhbQCHj4ARPib7QUZ9FLI
Clean Air HVAC INC,(925) 689-7017,Oakland,CA,"428 N Buchanan Cir #1, Pacheco, CA 94553, USA",ChIJ7Sn-EYhmhYARi15fcz7XaVc
Allied mechanical cooling corp.,(559) 853-4998,Oakland,CA,"Parking lot, Wood St, Oakland, CA 94607, USA",ChIJ07n-Gxh_hYARUjOrYI7x0UM
HVAC Complete Service Solutions,(341) 223-3698,Oakland,CA,"2440 11th Ave, Oakland, CA 94606, USA",ChIJT50SWACHj4ARX_EO2lidb1w
Efficient Cooling HVAC Solutions,(341) 223-3704,Oakland,CA,"5712 Country Club Dr, Oakland, CA 94618, USA",ChIJqe62GwB9hYAR8PhzOJQcxW4
Climate Efficiency HVAC Solutions,(341) 223-3707,Oakland,CA,"922 8th St, Oakland, CA 94607, USA",ChIJC9elZwCBj4ARnySZbf55H0I
Xceptional Heating & Air,(661) 808-6021,Bakersfield,CA,"1700 Cherry St, Bakersfield, CA 93304, USA",ChIJByjiNZ1r6oAReniKVMYnvLs
Can Do Crew Plumbing Heating & AC,(661) 213-9290,Bakersfield,CA,"4204 Armour Ave, Bakersfield, CA 93308, USA",ChIJjVIuf7pD6oARZjzEYcJo-h8
All Climate Air Inc.,(661) 321-0620,Bakersfield,CA,"512 E 19th St, Bakersfield, CA 93305, USA",ChIJyZ8drNVr6oARNlzEcvZ_kuI
South Valley AC & Heating LLC,(661) 332-3940,Bakersfield,CA,"332 E Norris Rd Suite 5, Bakersfield, CA 93308, USA",ChIJm72ix59p6oARush1w6RqLgQ
American Dream Services Heating and Cooling,(661) 588-1776,Bakersfield,CA,"4609 New Horizon Blvd Ste. 7, Bakersfield, CA 93313, USA",ChIJp-S8RrlD6oARYHAv6kC62P0
Holders Air Conditioning & Heating,(661) 864-1925,Bakersfield,CA,"1140 Black Gold Rd, Bakersfield, CA 93308, USA",ChIJ11fCU_Zn6oARHJ8oo68KfMo
AirMax Heating & Air Conditioning,(661) 474-9110,Bakersfield,CA,"9337 Langley Rd, Bakersfield, CA 93312, USA",ChIJzWe8eF5p6oARoomIIuuDTD8
ON CALL HEATING & AIR CONDITIONING SERVICES,(661) 619-6887,Bakersfield,CA,"4801 Olivia St B, Bakersfield, CA 93309, USA",ChIJ87jUkhBr6oAR-VzNW9KqPg4
LaVerne & Son Electrical A/C & Heating,(661) 587-6600,Bakersfield,CA,"5880 District Blvd STE 25, Bakersfield, CA 93313, USA",ChIJtzemgxhF6oARhbBzsM79X7w
Golden Comfort AC & Heating Repair,(661) 952-4124,Bakersfield,CA,"1430 Truxtun Ave Unit 792, Bakersfield, CA 93301, USA",ChIJD3Ic3-9r6oARsQw5vwDV364
Rudy's Heating & Air Conditioning,(661) 323-5665,Bakersfield,CA,"428 Chico St, Bakersfield, CA 93305, USA",ChIJiwCKW9Nr6oARj5BWBSrI4Kk
Central California Air Inc.,(661) 577-5018,Bakersfield,CA,"2200 St Helens Ave, Bakersfield, CA 93304, USA",ChIJaYgwQpRq6oAR2vXg1xlngn4
Econo-Air Inc,(661) 832-1700,Bakersfield,CA,"314 Union Ave, Bakersfield, CA 93307, USA",ChIJR6GnijRq6oARWlRvVbBhgZI
Premier AC & Heating Services Inc.,(661) 543-7237,Bakersfield,CA,"1412 17th St Suite 216, Bakersfield, CA 93301, USA",ChIJTQenfxVp6oARqNTRrlrL79M
GREAT DANE HVAC LLC,(661) 304-2197,Bakersfield,CA,"5915 Foss Ridge Ct, Bakersfield, CA 93313, USA",ChIJycLsZHpB6oARL3ALlu0CPfU
"Certified Heating and Cooling, Refrigeration",(661) 512-4822,Bakersfield,CA,"4630 Easton Dr # 2, Bakersfield, CA 93309, USA",ChIJN-I7X19B6oARabD7Bdx5R-U
Napoles Heating & Air Conditioning,(661) 369-9630,Bakersfield,CA,"4905 Forestdale Ct, Bakersfield, CA 93313, USA",ChIJe_Lb8exJSgQRsiQhTCVN1JY
Power & Performance Air,(661) 631-1743,Bakersfield,CA,"1400 Easton Dr STE 119, Bakersfield, CA 93309, USA",ChIJW7YzZzhq6oARnj0dXi-_LbQ
Valley Strong heating & Air conditiong,(661) 342-8361,Bakersfield,CA,"13061 Rosedale Hwy, Bakersfield, CA 93314, USA",ChIJm75NYSZn6oARrRYwA4AYeOc
Greer's Banner Air,(661) 322-5858,Bakersfield,CA,"4115 Buck Owens Blvd, Bakersfield, CA 93308, USA",ChIJYbjMp9dp6oARZAdUYm0Pjv4
Hawley AC and Heating,(661) 203-1874,Bakersfield,CA,"4800 New Horizon Blvd STE F, Bakersfield, CA 93313, USA",ChIJ2Zhisi9A6oARemFh55uZEjk
Bakersfield Air Conditioning and Heating Company,(661) 402-2567,Bakersfield,CA,"330 E 19th St, Bakersfield, CA 93305, USA",ChIJi-Z8I4Bp6oAR7OOLol981AQ
Streamline Air Conditioning and Heating,(661) 319-9124,Bakersfield,CA,"6305 Canyon View Ct, Bakersfield, CA 93306, USA",ChIJgwXcEvF_824RYxmJJycoomw
Optimal Heating & Air,(661) 319-4258,Bakersfield,CA,"3601 Titan Ln, Bakersfield, CA 93313, USA",ChIJL0WNMsZCL4YRYMOAM9CITRU
Stockdale Aire Inc,(661) 399-0100,Bakersfield,CA,"2254 Orpheus Ct, Bakersfield, CA 93308, USA",ChIJg-mKcLdC6oARh4VgQ-Ue8Ro
Monarch Home Services - Bakersfield,(661) 237-7779,Bakersfield,CA,"301 Espee St b, Bakersfield, CA 93301, USA",ChIJfQ26JIdp6oARppUef9AQnc4
"All Heart Heating, Cooling & Plumbing",(661) 249-9651,Bakersfield,CA,"4031 Alken St suite a3, Bakersfield, CA 93308, USA",ChIJiywxpjVD6oARDUFbzAK6Y28
D Y N A M I C - A I R -S O L U T I O N S,(661) 432-9834,Bakersfield,CA,"8200 Stockdale Hwy ste m-10 office#260, Bakersfield, CA 93311, USA",ChIJ0_m1autD6oARS0KnfoSct-U
"Benchmark Air Conditioning, Inc.",(661) 393-5882,Bakersfield,CA,"1920 Mineral Ct, Bakersfield, CA 93308, USA",ChIJw5hAHI9p6oAR21dc8hUQ4_s
Central Valley Air Conditioning,(661) 520-7838,Bakersfield,CA,"101 Thelma Dr, Bakersfield, CA 93305, USA",ChIJkYg-jMZp6oARUeO9cfjJykw
Oasis Air and Solar,(661) 322-2665,Bakersfield,CA,"1000 E Truxtun Ave, Bakersfield, CA 93305, USA",ChIJHW5dmNBr6oARcfVcj_SdPzA
Elite Air Service,(661) 410-8390,Bakersfield,CA,"3980 Saco Rd # G, Bakersfield, CA 93308, USA",ChIJV-9zxL9C6oAR2bQDoYc3p_M
EMCOR Hillcrest,(661) 335-1500,Bakersfield,CA,"1822 Norris Rd, Bakersfield, CA 93308, USA",ChIJc1luJogwIRURQM1lUviYVno
D Y N A M I C - A I R -S O L U T I O N S,(661) 432-9834,Bakersfield,CA,"3500 Stine Rd, Bakersfield, CA 93309, USA",ChIJpWCjytBB6oARHdOdbywu7tk
Austin Heating & Air,(661) 587-4702,Bakersfield,CA,"3980 Saco Rd B, Bakersfield, CA 93308, USA",ChIJOZ_Ph1tD6oARTwZfl6gOfQ8
Bakersfield HVAC Experts,(661) 249-6033,Bakersfield,CA,"1919 K St, Bakersfield, CA 93301, USA",ChIJAQzoRkBs6oARmNAYFIMMlF4
Valley Air Systems,(661) 412-7528,Bakersfield,CA,"218 S H St #101, Bakersfield, CA 93304, USA",ChIJAbAVvD1q6oARzc0lYIO_q08
Qwik Time Air Conditioning and Heating Inc.,(661) 747-8369,Bakersfield,CA,"1707 N Chester Ave, Bakersfield, CA 93308, USA",ChIJwezKmXlp6oARCK5yQPia2k8
Grogan Mechanical,(661) 605-5015,Bakersfield,CA,"4600 Ashe Rd #318, Bakersfield, CA 93313, USA",ChIJwWF4l0tA6oARfVc-MlRQy3c
Island Air Professionals,(661) 679-3553,Bakersfield,CA,"4101 Alken St, Bakersfield, CA 93308, USA",ChIJS1-jwdZp6oARSP1RHTg6OdE
James Air Conditioning & Heating,(661) 587-7770,Bakersfield,CA,"2100 Deerfield St, Bakersfield, CA 93314, USA",ChIJWf0lg4lE6oARRSXTXSnLcHs
"Cisneros Brothers Plumbing, Heating & AC Repair",(661) 768-0616,Bakersfield,CA,"2012 17th St, Bakersfield, CA 93301, USA",ChIJoT0BFZRp6oARcm2BeYq-lfU
Mc Kenney's Air,(661) 327-4037,Bakersfield,CA,"2323 R St, Bakersfield, CA 93301, USA",ChIJZ2HOlYVp6oARDw5AXCLQFz0
Pete's Heating and Air Inc.,(661) 873-4348,Bakersfield,CA,"4100 Easton Dr Suite #18, Bakersfield, CA 93309, USA",ChIJq2Un6QZC6oAR_vtSy3Obwd4
Birks Air Conditioning,(661) 343-0069,Bakersfield,CA,"1145 W Columbus St, Bakersfield, CA 93301, USA",ChIJ-5lj8Ltp6oAREcDgWCoZiqM
US Air Conditioning Distributors,(661) 322-7222,Bakersfield,CA,"720 Williams St, Bakersfield, CA 93305, USA",ChIJ_SQxK8Nr6oARPK5W_jiTkNc
Premier Mechanical,(661) 805-9112,Bakersfield,CA,"1707 Eye St b500, Bakersfield, CA 93301, USA",ChIJzccuMXxp6oARHMutGx3C-x4
Bakersfield Ming Ave HVAC Pro,(661) 829-0778,Bakersfield,CA,"9000 Ming Ave Suite M, Bakersfield, CA 93311, USA",ChIJRaS1yPdfXIYRHEHxeT8Z6B0
United Rentals - Power & HVAC,(661) 206-3871,Bakersfield,CA,"4117 Rosedale Hwy, Bakersfield, CA 93308, USA",ChIJH8f5zAxC6oARodR16hde18U
AYRES Heating & Cooling,(661) 497-9335,Bakersfield,CA,"4000 Easton Dr Unit 11, Bakersfield, CA 93309, USA",ChIJMZ8R94dB6oARNM-hRq6sBwM
Air Control Services,(209) 336-4851,Bakersfield,CA,"515 E 19th St, Bakersfield, CA 93305, USA",ChIJsZyWUtRr6oARzsfyK-nZqHA
Pro Air HVAC Inc.,(661) 332-0005,Bakersfield,CA,"405 E 19th St, Bakersfield, CA 93305, USA",ChIJ3bolPtVr6oAR04YYiMzvnZs
Expert Heating Ventilation And AC Service,(661) 409-2778,Bakersfield,CA,"11311 Mezzadro Ave, Bakersfield, CA 93312, USA",ChIJEZ_-kD9d6oARCgsNTgn7qSk
Airco Heating & Air Conditioning,(661) 531-1634,Bakersfield,CA,"300 21st St, Bakersfield, CA 93301, USA",ChIJq6qqqpZp6oARygb-rEH8hIQ
Haven Air Conditioning,(714) 998-7879,Anaheim,CA,"1450 N Lakeview Ave, Anaheim, CA 92807, USA",ChIJ4b1-0MzR3IARRSA5gTsL4dY
"Alps Heating & Air Conditioning, Inc.",(714) 633-8892,Anaheim,CA,"1895 S Santa Cruz St, Anaheim, CA 92805, USA",ChIJFwKBO6LX3IAR2v_sq6ZPTBU
Associated Heating & Air Inc.,(714) 868-6079,Anaheim,CA,"1121 N Kraemer Pl, Anaheim, CA 92806, USA",ChIJp0MsLTnR3IARFinLR18RB7M
Air Concepts Air Conditioning and Heating,(714) 779-1000,Anaheim,CA,"1241 N Lakeview Ave Suite K, Anaheim, CA 92807, USA",ChIJG6Vl4zfR3IARPC634m0kYWE
Four Seasons Heating and Air,(714) 930-2330,Anaheim,CA,"3111 E La Palma Ave, Anaheim, CA 92806, USA",ChIJV0Ksksg1bWQRYW1aKVT5zn0
Anaheim Heating & Air Conditioning Experts,(714) 409-1894,Anaheim,CA,"454 Anaheim Blvd, Anaheim, CA 92805, USA",ChIJbf6YNs3X3IAR14PnXkFp5Dg
Next Level Heating and Cooling,(714) 970-4329,Anaheim,CA,"2821 E White Star Ave # E, Anaheim, CA 92806, USA",ChIJnVxLfBgp3YARekGFxQHr0hQ
Sano Plumbing Heating AC,(888) 726-6247,Anaheim,CA,"1361 N Hundley St, Anaheim, CA 92806, USA",ChIJV4K9UpTX3IARuVEXD922J2s
Anaheim Heating & Air Conditioning OC Corp,(657) 888-2088,Anaheim,CA,"1418 W Central Park Ave S, Anaheim, CA 92802, USA",ChIJp7UUt9Ap3YARa-5i_BDSLpE
